data,numero_pedido,cliente,estado,cidade,vendedor,produto,categoria,quantidade,preco_unitario,desconto,custo_unitario,forma_pagamento,faturamento_bruto,valor_desconto,faturamento_liquido,custo,lucro_bruto,margem_percentual
2025-03-30,PED-2025-00418,Conecta Soluções 184,BA,Salvador,Gustavo Ribeiro,Impressora Multifuncional,Impressão,2,1624.7,0.03,984.39,Transferência,3249.4,97.48,3151.92,1968.78,1183.14,0.375371
2025-03-30,PED-2025-00418,Conecta Soluções 184,BA,Salvador,Gustavo Ribeiro,Monitor Ultrawide 29,Informática,1,1760.47,0.15,1158.62,Transferência,1760.47,264.07,1496.4,1158.62,337.78,0.225728
2025-03-30,PED-2025-00985,Nova Comercial 137,SP,Campinas,Lucas Barros,Switch 24 Portas,Conectividade,1,1170.5,0.12,601.01,Boleto,1170.5,140.46,1030.04,601.01,429.03,0.416518
2025-03-31,PED-2025-00030,Ponto Distribuidora 188,SP,São Paulo,Juliana Mendes,Notebook Essencial 14,Informática,2,2905.63,0.1,2048.48,Pix,5811.26,581.13,5230.13,4096.96,1133.17,0.216663
2025-03-31,PED-2025-00030,Ponto Distribuidora 188,SP,São Paulo,Juliana Mendes,Notebook Pro 15,Informática,4,5034.2,0.08,3518.01,Pix,20136.8,1610.94,18525.86,14072.04,4453.82,0.240411
2025-03-31,PED-2025-00030,Ponto Distribuidora 188,SP,São Paulo,Juliana Mendes,Toner Preto,Impressão,1,322.9,0.1,142.2,Pix,322.9,32.29,290.61,142.2,148.41,0.510684
2025-03-31,PED-2025-00916,Aurora Soluções 192,RJ,Niterói,Bruno Costa,Filtro de Linha Premium,Energia,5,123.99,0.05,51.68,Pix,619.95,31.0,588.95,258.4,330.55,0.561255
2025-04-01,PED-2025-00033,Central Serviços 093,RJ,Petrópolis,Fernanda Alves,Filtro de Linha Premium,Energia,2,120.22,0.0,49.95,Cartão de crédito,240.44,0.0,240.44,99.9,140.54,0.584512
2025-04-01,PED-2025-00033,Central Serviços 093,RJ,Petrópolis,Fernanda Alves,Monitor Ultrawide 29,Informática,3,1787.34,0.08,1176.73,Cartão de crédito,5362.02,428.96,4933.06,3530.19,1402.87,0.284381
2025-04-01,PED-2025-00129,Horizonte Tecnologia 115,RS,Caxias do Sul,Juliana Mendes,Cadeira Ergonômica,Móveis,1,1339.72,0.0,771.42,Cartão de crédito,1339.72,0.0,1339.72,771.42,568.3,0.424193
2025-04-01,PED-2025-00713,Horizonte Serviços 205,SP,Campinas,Juliana Mendes,Gaveteiro Executivo,Móveis,2,719.83,0.0,377.76,Pix,1439.66,0.0,1439.66,755.52,684.14,0.475209
2025-04-01,PED-2025-00713,Horizonte Serviços 205,SP,Campinas,Juliana Mendes,Headset Corporativo,Acessórios,3,344.01,0.05,154.07,Pix,1032.03,51.6,980.43,462.21,518.22,0.528563
2025-04-02,PED-2025-00125,Horizonte Tecnologia 035,MG,Juiz de Fora,Juliana Mendes,Headset Corporativo,Acessórios,2,324.69,0.03,159.31,Cartão de débito,649.38,19.48,629.9,318.62,311.28,0.494173
2025-04-02,PED-2025-00125,Horizonte Tecnologia 035,MG,Juiz de Fora,Juliana Mendes,Mouse Sem Fio,Acessórios,2,157.26,0.05,69.0,Cartão de débito,314.52,15.73,298.79,138.0,160.79,0.538143
2025-04-02,PED-2025-00125,Horizonte Tecnologia 035,MG,Juiz de Fora,Juliana Mendes,Teclado Mecânico,Acessórios,5,403.53,0.03,192.15,Cartão de débito,2017.65,60.53,1957.12,960.75,996.37,0.5091
2025-04-02,PED-2025-00323,Alfa Tecnologia 171,PR,Curitiba,Diego Lima,Filtro de Linha Premium,Energia,1,121.76,0.1,49.87,Boleto,121.76,12.18,109.58,49.87,59.71,0.544915
2025-04-02,PED-2025-00323,Alfa Tecnologia 171,PR,Curitiba,Diego Lima,Headset Corporativo,Acessórios,12,318.17,0.0,160.32,Boleto,3818.04,0.0,3818.04,1923.84,1894.2,0.496118
2025-04-02,PED-2025-00323,Alfa Tecnologia 171,PR,Curitiba,Diego Lima,Mouse Sem Fio,Acessórios,4,154.42,0.0,66.3,Boleto,617.68,0.0,617.68,265.2,352.48,0.570651
2025-04-02,PED-2025-00637,Prime Engenharia 039,SP,Santos,Gustavo Ribeiro,Access Point Wi-Fi 6,Conectividade,1,907.44,0.05,479.18,Cartão de crédito,907.44,45.37,862.07,479.18,382.89,0.444151
2025-04-02,PED-2025-00637,Prime Engenharia 039,SP,Santos,Gustavo Ribeiro,Roteador Empresarial,Conectividade,1,752.07,0.0,375.04,Cartão de crédito,752.07,0.0,752.07,375.04,377.03,0.501323
2025-04-02,PED-2025-00965,Prime Tecnologia 179,MG,Belo Horizonte,Gustavo Ribeiro,Switch 24 Portas,Conectividade,3,1165.96,0.1,599.82,Cartão de débito,3497.88,349.79,3148.09,1799.46,1348.63,0.428397
2025-04-03,PED-2025-00152,Central Comercial 193,RS,Caxias do Sul,Diego Lima,Mesa Ajustável,Móveis,4,1837.42,0.0,1036.9,Boleto,7349.68,0.0,7349.68,4147.6,3202.08,0.435676
2025-04-03,PED-2025-00437,Central Comercial 113,MG,Belo Horizonte,Gustavo Ribeiro,Mouse Sem Fio,Acessórios,2,148.21,0.0,68.82,Cartão de débito,296.42,0.0,296.42,137.64,158.78,0.535659
2025-04-03,PED-2025-00437,Central Comercial 113,MG,Belo Horizonte,Gustavo Ribeiro,Roteador Empresarial,Conectividade,2,727.69,0.15,362.15,Cartão de débito,1455.38,218.31,1237.07,724.3,512.77,0.414505
2025-04-03,PED-2025-00617,Nova Engenharia 207,RS,Pelotas,Gustavo Ribeiro,Switch 24 Portas,Conectividade,2,1111.97,0.05,611.96,Pix,2223.94,111.2,2112.74,1223.92,888.82,0.420696
2025-04-03,PED-2025-01124,Integra Logística 026,MG,Uberlândia,Lucas Barros,Roteador Empresarial,Conectividade,1,758.46,0.05,369.43,Pix,758.46,37.92,720.54,369.43,351.11,0.487285
2025-04-04,PED-2025-01067,Nova Comercial 137,SP,Campinas,Ana Martins,Access Point Wi-Fi 6,Conectividade,5,888.92,0.08,483.88,Transferência,4444.6,355.57,4089.03,2419.4,1669.63,0.40832
2025-04-04,PED-2025-01067,Nova Comercial 137,SP,Campinas,Ana Martins,Impressora Multifuncional,Impressão,1,1644.8,0.05,1027.24,Transferência,1644.8,82.24,1562.56,1027.24,535.32,0.342592
2025-04-04,PED-2025-01067,Nova Comercial 137,SP,Campinas,Ana Martins,Teclado Mecânico,Acessórios,6,408.55,0.03,186.26,Transferência,2451.3,73.54,2377.76,1117.56,1260.2,0.529995
2025-04-05,PED-2025-00476,Prime Engenharia 199,RS,Porto Alegre,Fernanda Alves,Notebook Essencial 14,Informática,4,3031.04,0.15,2007.09,Cartão de crédito,12124.16,1818.62,10305.54,8028.36,2277.18,0.220966
2025-04-05,PED-2025-00476,Prime Engenharia 199,RS,Porto Alegre,Fernanda Alves,Switch 24 Portas,Conectividade,7,1172.73,0.05,592.87,Cartão de crédito,8209.11,410.46,7798.65,4150.09,3648.56,0.467845
2025-04-05,PED-2025-00476,Prime Engenharia 199,RS,Porto Alegre,Fernanda Alves,Webcam Full HD,Acessórios,2,270.56,0.15,128.09,Cartão de crédito,541.12,81.17,459.95,256.18,203.77,0.443029
2025-04-06,PED-2025-00245,Vértice Logística 010,DF,Brasília,Fernanda Alves,Monitor Ultrawide 29,Informática,1,1815.47,0.08,1154.88,Transferência,1815.47,145.24,1670.23,1154.88,515.35,0.308551
2025-04-06,PED-2025-00245,Vértice Logística 010,DF,Brasília,Fernanda Alves,Teclado Mecânico,Acessórios,1,382.23,0.08,190.64,Transferência,382.23,30.58,351.65,190.64,161.01,0.457873
2025-04-06,PED-2025-00245,Vértice Logística 010,DF,Brasília,Fernanda Alves,Webcam Full HD,Acessórios,2,292.27,0.0,129.36,Transferência,584.54,0.0,584.54,258.72,325.82,0.557396
2025-04-06,PED-2025-00288,Prime Tecnologia 019,PR,Curitiba,Bruno Costa,Filtro de Linha Premium,Energia,3,115.26,0.03,50.02,Cartão de crédito,345.78,10.37,335.41,150.06,185.35,0.552603
2025-04-06,PED-2025-00405,Central Engenharia 103,BA,Vitória da Conquista,Camila Rocha,Monitor Ultrawide 29,Informática,6,1843.6,0.1,1148.98,Cartão de crédito,11061.6,1106.16,9955.44,6893.88,3061.56,0.307526
2025-04-06,PED-2025-00405,Central Engenharia 103,BA,Vitória da Conquista,Camila Rocha,Teclado Mecânico,Acessórios,5,392.87,0.0,189.79,Cartão de crédito,1964.35,0.0,1964.35,948.95,1015.4,0.516914
2025-04-06,PED-2025-00548,Conecta Distribuidora 044,RJ,Petrópolis,Fernanda Alves,Filtro de Linha Premium,Energia,4,117.72,0.15,53.0,Pix,470.88,70.63,400.25,212.0,188.25,0.470328
2025-04-06,PED-2025-00885,Horizonte Comercial 025,PR,Londrina,Fernanda Alves,Cadeira Ergonômica,Móveis,7,1335.18,0.03,753.32,Pix,9346.26,280.39,9065.87,5273.24,3792.63,0.418342
2025-04-06,PED-2025-00941,Horizonte Comercial 025,MG,Juiz de Fora,Lucas Barros,Monitor Ultrawide 29,Informática,1,1776.67,0.0,1171.49,Cartão de crédito,1776.67,0.0,1776.67,1171.49,605.18,0.340626
2025-04-06,PED-2025-00941,Horizonte Comercial 025,MG,Juiz de Fora,Lucas Barros,Roteador Empresarial,Conectividade,2,778.15,0.0,369.63,Cartão de crédito,1556.3,0.0,1556.3,739.26,817.04,0.524989
2025-04-07,PED-2025-00445,Central Tecnologia 203,PE,Olinda,Juliana Mendes,Gaveteiro Executivo,Móveis,8,675.48,0.03,378.81,Pix,5403.84,162.12,5241.72,3030.48,2211.24,0.421854
2025-04-07,PED-2025-00445,Central Tecnologia 203,PE,Olinda,Juliana Mendes,Notebook Essencial 14,Informática,2,2970.02,0.0,2025.78,Pix,5940.04,0.0,5940.04,4051.56,1888.48,0.317924
2025-04-07,PED-2025-00445,Central Tecnologia 203,PE,Olinda,Juliana Mendes,Switch 24 Portas,Conectividade,4,1097.33,0.03,634.38,Pix,4389.32,131.68,4257.64,2537.52,1720.12,0.404008
2025-04-07,PED-2025-00499,Alfa Serviços 061,SP,São Paulo,Camila Rocha,Filtro de Linha Premium,Energia,1,116.93,0.1,52.73,Boleto,116.93,11.69,105.24,52.73,52.51,0.49894
2025-04-07,PED-2025-00499,Alfa Serviços 061,SP,São Paulo,Camila Rocha,Switch 24 Portas,Conectividade,1,1159.91,0.05,626.83,Boleto,1159.91,58.0,1101.91,626.83,475.08,0.431145
2025-04-08,PED-2025-00045,Central Serviços 053,BA,Vitória da Conquista,Ana Martins,Monitor Ultrawide 29,Informática,3,1843.05,0.1,1185.24,Boleto,5529.15,552.92,4976.23,3555.72,1420.51,0.28546
2025-04-08,PED-2025-00461,Aurora Distribuidora 212,PE,Olinda,Gustavo Ribeiro,Access Point Wi-Fi 6,Conectividade,4,882.32,0.08,479.21,Boleto,3529.28,282.34,3246.94,1916.84,1330.1,0.409647
2025-04-08,PED-2025-00461,Aurora Distribuidora 212,PE,Olinda,Gustavo Ribeiro,Cadeira Ergonômica,Móveis,1,1382.59,0.05,776.43,Boleto,1382.59,69.13,1313.46,776.43,537.03,0.408867
2025-04-08,PED-2025-00604,Central Serviços 173,RJ,Niterói,Diego Lima,Mouse Sem Fio,Acessórios,1,149.44,0.1,65.99,Pix,149.44,14.94,134.5,65.99,68.51,0.509353
2025-04-08,PED-2025-00952,Ponto Soluções 128,MG,Belo Horizonte,Lucas Barros,Notebook Pro 15,Informática,9,5125.21,0.15,3469.14,Cartão de crédito,46126.89,6919.03,39207.86,31222.26,7985.6,0.203673
2025-04-09,PED-2025-00136,Vértice Varejo 030,SC,Florianópolis,Ana Martins,Webcam Full HD,Acessórios,4,275.75,0.0,133.72,Pix,1103.0,0.0,1103.0,534.88,568.12,0.515068
2025-04-09,PED-2025-00624,Conecta Soluções 104,MG,Belo Horizonte,Bruno Costa,Headset Corporativo,Acessórios,2,335.29,0.05,155.98,Transferência,670.58,33.53,637.05,311.96,325.09,0.510306
2025-04-10,PED-2025-00059,Horizonte Serviços 125,RS,Pelotas,Camila Rocha,Cadeira Ergonômica,Móveis,2,1399.48,0.05,751.97,Transferência,2798.96,139.95,2659.01,1503.94,1155.07,0.434399
2025-04-10,PED-2025-00222,Alfa Comercial 001,SP,Santos,Ana Martins,Cadeira Ergonômica,Móveis,1,1358.02,0.1,798.19,Cartão de crédito,1358.02,135.8,1222.22,798.19,424.03,0.346933
2025-04-10,PED-2025-00234,Nova Serviços 077,RJ,Niterói,Bruno Costa,Nobreak 1500VA,Energia,3,1202.65,0.05,701.27,Cartão de crédito,3607.95,180.4,3427.55,2103.81,1323.74,0.386206
2025-04-11,PED-2025-00011,Ponto Logística 098,MG,Uberlândia,Lucas Barros,Teclado Mecânico,Acessórios,1,389.71,0.0,197.35,Cartão de crédito,389.71,0.0,389.71,197.35,192.36,0.493598
2025-04-11,PED-2025-00518,Horizonte Tecnologia 075,BA,Feira de Santana,Camila Rocha,Access Point Wi-Fi 6,Conectividade,1,865.46,0.05,465.51,Cartão de crédito,865.46,43.27,822.19,465.51,356.68,0.433815
2025-04-11,PED-2025-00518,Horizonte Tecnologia 075,BA,Feira de Santana,Camila Rocha,Teclado Mecânico,Acessórios,1,376.02,0.1,193.08,Cartão de crédito,376.02,37.6,338.42,193.08,145.34,0.429463
2025-04-11,PED-2025-01010,Integra Logística 066,MG,Belo Horizonte,Gustavo Ribeiro,Gaveteiro Executivo,Móveis,1,692.8,0.0,373.62,Transferência,692.8,0.0,692.8,373.62,319.18,0.46071
2025-04-11,PED-2025-01010,Integra Logística 066,MG,Belo Horizonte,Gustavo Ribeiro,Webcam Full HD,Acessórios,2,270.84,0.0,135.26,Transferência,541.68,0.0,541.68,270.52,271.16,0.500591
2025-04-11,PED-2025-01020,Central Comercial 073,MG,Juiz de Fora,Diego Lima,Switch 24 Portas,Conectividade,2,1165.28,0.05,628.61,Pix,2330.56,116.53,2214.03,1257.22,956.81,0.432158
2025-04-12,PED-2025-00647,Integra Varejo 006,MG,Uberlândia,Fernanda Alves,Mesa Ajustável,Móveis,2,1836.5,0.08,1046.77,Pix,3673.0,293.84,3379.16,2093.54,1285.62,0.380455
2025-04-12,PED-2025-00647,Integra Varejo 006,MG,Uberlândia,Fernanda Alves,Toner Preto,Impressão,2,319.25,0.08,142.67,Pix,638.5,51.08,587.42,285.34,302.08,0.514249
2025-04-12,PED-2025-00922,Central Tecnologia 163,SC,Blumenau,Camila Rocha,Nobreak 1500VA,Energia,4,1245.12,0.08,680.31,Pix,4980.48,398.44,4582.04,2721.24,1860.8,0.406108
2025-04-12,PED-2025-01125,Ponto Distribuidora 188,SC,Joinville,Diego Lima,Cadeira Ergonômica,Móveis,2,1345.62,0.0,748.91,Cartão de débito,2691.24,0.0,2691.24,1497.82,1193.42,0.443446
2025-04-14,PED-2025-00304,Prime Serviços 029,SP,Santos,Juliana Mendes,Mesa Ajustável,Móveis,4,1830.47,0.15,1021.53,Transferência,7321.88,1098.28,6223.6,4086.12,2137.48,0.343447
2025-04-14,PED-2025-00304,Prime Serviços 029,SP,Santos,Juliana Mendes,Toner Preto,Impressão,1,333.13,0.0,150.05,Transferência,333.13,0.0,333.13,150.05,183.08,0.549575
2025-04-14,PED-2025-00332,Vértice Varejo 190,RS,Porto Alegre,Gustavo Ribeiro,Mouse Sem Fio,Acessórios,4,149.75,0.0,69.27,Pix,599.0,0.0,599.0,277.08,321.92,0.537429
2025-04-16,PED-2025-00019,Aurora Varejo 102,BA,Vitória da Conquista,Bruno Costa,Impressora Multifuncional,Impressão,1,1560.27,0.1,1037.43,Cartão de crédito,1560.27,156.03,1404.24,1037.43,366.81,0.261218
2025-04-16,PED-2025-00019,Aurora Varejo 102,BA,Vitória da Conquista,Bruno Costa,Nobreak 1500VA,Energia,2,1188.01,0.08,695.74,Cartão de crédito,2376.02,190.08,2185.94,1391.48,794.46,0.36344
2025-04-16,PED-2025-00659,Cliente não informado,RJ,Niterói,Fernanda Alves,Switch 24 Portas,Conectividade,2,1088.63,0.15,629.78,Cartão de crédito,2177.26,326.59,1850.67,1259.56,591.11,0.319404
2025-04-16,PED-2025-00659,Ponto Distribuidora 028,RJ,Niterói,Fernanda Alves,Toner Preto,Impressão,1,333.72,0.05,149.28,Cartão de crédito,333.72,16.69,317.03,149.28,167.75,0.529136
2025-04-16,PED-2025-00739,Alfa Engenharia 031,RJ,Petrópolis,Camila Rocha,Cadeira Ergonômica,Móveis,8,1449.34,0.08,796.99,Cartão de débito,11594.72,927.58,10667.14,6375.92,4291.22,0.402284
2025-04-16,PED-2025-00739,Alfa Engenharia 031,RJ,Petrópolis,Camila Rocha,Headset Corporativo,Acessórios,1,344.53,0.15,163.89,Cartão de débito,344.53,51.68,292.85,163.89,128.96,0.440363
2025-04-18,PED-2025-00164,Ponto Soluções 168,DF,Brasília,Camila Rocha,Impressora Multifuncional,Impressão,2,1527.96,0.08,1049.78,Cartão de crédito,3055.92,244.47,2811.45,2099.56,711.89,0.25321
2025-04-18,PED-2025-00575,Horizonte Tecnologia 075,SC,Blumenau,Bruno Costa,Nobreak 1500VA,Energia,6,1159.49,0.12,681.05,Transferência,6956.94,834.83,6122.11,4086.3,2035.81,0.332534
2025-04-18,PED-2025-00591,Ponto Logística 098,MG,Juiz de Fora,Lucas Barros,Monitor Ultrawide 29,Informática,2,1803.95,0.03,1164.21,Transferência,3607.9,108.24,3499.66,2328.42,1171.24,0.334673
2025-04-18,PED-2025-00602,Horizonte Tecnologia 155,SC,Blumenau,Juliana Mendes,Monitor Ultrawide 29,Informática,1,1769.86,0.0,1140.52,Pix,1769.86,0.0,1769.86,1140.52,629.34,0.355587
2025-04-18,PED-2025-00650,Nova Engenharia 047,MG,Uberlândia,Diego Lima,Kit Toner Colorido,Impressão,3,859.29,0.08,403.96,Pix,2577.87,206.23,2371.64,1211.88,1159.76,0.489012
2025-04-18,PED-2025-00866,Integra Varejo 206,PR,Curitiba,Fernanda Alves,Filtro de Linha Premium,Energia,3,121.37,0.1,49.75,Pix,364.11,36.41,327.7,149.25,178.45,0.544552
2025-04-18,PED-2025-00866,Integra Varejo 206,PR,Curitiba,Fernanda Alves,Roteador Empresarial,Conectividade,4,742.21,0.08,379.7,Pix,2968.84,237.51,2731.33,1518.8,1212.53,0.443934
2025-04-19,PED-2025-00044,Aurora Distribuidora 212,RS,Porto Alegre,Diego Lima,Filtro de Linha Premium,Energia,3,116.02,0.05,52.33,Transferência,348.06,17.4,330.66,156.99,173.67,0.525218
2025-04-19,PED-2025-00545,Horizonte Comercial 145,PR,Curitiba,Bruno Costa,Cadeira Ergonômica,Móveis,2,1344.85,0.1,756.08,Pix,2689.7,268.97,2420.73,1512.16,908.57,0.375329
2025-04-19,PED-2025-00545,Horizonte Comercial 145,PR,Curitiba,Bruno Costa,Mouse Sem Fio,Acessórios,5,148.21,0.0,70.08,Pix,741.05,0.0,741.05,350.4,390.65,0.527157
2025-04-19,PED-2025-00545,Horizonte Comercial 145,PR,Curitiba,Bruno Costa,Webcam Full HD,Acessórios,3,292.94,0.08,133.5,Pix,878.82,70.31,808.51,400.5,408.01,0.504647
2025-04-19,PED-2025-01045,Cliente não informado,PR,Curitiba,Camila Rocha,Cadeira Ergonômica,Móveis,2,1403.77,0.0,796.84,Cartão de crédito,2807.54,0.0,2807.54,1593.68,1213.86,0.432357
2025-04-20,PED-2025-00352,Conecta Distribuidora 124,PR,Curitiba,Fernanda Alves,Access Point Wi-Fi 6,Conectividade,2,926.03,0.0,485.69,Transferência,1852.06,0.0,1852.06,971.38,880.68,0.475514
2025-04-21,PED-2025-00682,Alfa Engenharia 191,SP,Santos,Lucas Barros,Filtro de Linha Premium,Energia,3,123.81,0.08,50.49,Pix,371.43,29.71,341.72,151.47,190.25,0.556737
2025-04-21,PED-2025-00719,Alfa Comercial 121,PE,Caruaru,Lucas Barros,Filtro de Linha Premium,Energia,1,119.9,0.1,49.98,Cartão de crédito,119.9,11.99,107.91,49.98,57.93,0.536836
2025-04-21,PED-2025-00719,Alfa Comercial 121,PE,Caruaru,Lucas Barros,Roteador Empresarial,Conectividade,2,752.61,0.1,363.8,Cartão de crédito,1505.22,150.52,1354.7,727.6,627.1,0.462906
2025-04-21,PED-2025-00792,Vértice Distribuidora 140,RJ,Petrópolis,Juliana Mendes,Monitor Ultrawide 29,Informática,3,1731.27,0.05,1178.12,Pix,5193.81,259.69,4934.12,3534.36,1399.76,0.28369
2025-04-21,PED-2025-00855,Ponto Varejo 078,RJ,Petrópolis,Diego Lima,Filtro de Linha Premium,Energia,7,119.44,0.05,52.97,Boleto,836.08,41.8,794.28,370.79,423.49,0.533172
2025-04-21,PED-2025-00855,Ponto Varejo 078,RJ,Petrópolis,Diego Lima,Impressora Multifuncional,Impressão,2,1549.28,0.0,1022.37,Boleto,3098.56,0.0,3098.56,2044.74,1053.82,0.3401
2025-04-21,PED-2025-00895,Ponto Varejo 078,MG,Juiz de Fora,Camila Rocha,Filtro de Linha Premium,Energia,1,121.54,0.0,50.13,Transferência,121.54,0.0,121.54,50.13,71.41,0.587543
2025-04-22,PED-2025-00039,Nova Engenharia 207,PE,Recife,Ana Martins,Cadeira Ergonômica,Móveis,5,1344.92,0.0,792.37,Pix,6724.6,0.0,6724.6,3961.85,2762.75,0.410842
2025-04-22,PED-2025-00137,Ponto Soluções 168,SC,Joinville,Ana Martins,Webcam Full HD,Acessórios,3,278.22,0.05,133.52,Pix,834.66,41.73,792.93,400.56,392.37,0.494834
2025-04-22,PED-2025-00380,Ponto Distribuidora 148,PR,Maringá,Bruno Costa,Headset Corporativo,Acessórios,1,342.8,0.03,156.94,Pix,342.8,10.28,332.52,156.94,175.58,0.528023
2025-04-22,PED-2025-00700,Central Tecnologia 083,SP,Ribeirão Preto,Diego Lima,Cadeira Ergonômica,Móveis,9,1418.74,0.08,791.28,Cartão de crédito,12768.66,1021.49,11747.17,7121.52,4625.65,0.393767
2025-04-22,PED-2025-00700,Central Tecnologia 083,SP,Ribeirão Preto,Diego Lima,Toner Preto,Impressão,2,335.96,0.0,143.86,Cartão de crédito,671.92,0.0,671.92,287.72,384.2,0.571794
2025-04-22,PED-2025-00791,Prime Serviços 149,SC,Joinville,Bruno Costa,Teclado Mecânico,Acessórios,3,399.99,0.05,197.26,Cartão de crédito,1199.97,60.0,1139.97,591.78,548.19,0.480882
2025-04-22,PED-2025-00928,Ponto Logística 058,SP,São Paulo,Camila Rocha,Kit Toner Colorido,Impressão,2,862.04,0.1,410.52,Pix,1724.08,172.41,1551.67,821.04,730.63,0.470868
2025-04-22,PED-2025-01033,Nova Serviços 197,MG,Belo Horizonte,Diego Lima,Cadeira Ergonômica,Móveis,4,1419.51,0.05,776.12,Cartão de crédito,5678.04,283.9,5394.14,3104.48,2289.66,0.424472
2025-04-23,PED-2025-00571,Conecta Distribuidora 124,BA,Feira de Santana,Bruno Costa,Nobreak 1500VA,Energia,3,1224.24,0.03,669.94,Transferência,3672.72,110.18,3562.54,2009.82,1552.72,0.435846
2025-04-23,PED-2025-00571,Conecta Distribuidora 124,BA,Feira de Santana,Bruno Costa,Notebook Pro 15,Informática,3,5039.45,0.05,3508.59,Transferência,15118.35,755.92,14362.43,10525.77,3836.66,0.267132
2025-04-23,PED-2025-00720,Prime Tecnologia 059,RJ,Petrópolis,Juliana Mendes,Cadeira Ergonômica,Móveis,2,1458.54,0.1,758.93,Cartão de crédito,2917.08,291.71,2625.37,1517.86,1107.51,0.42185
2025-04-23,PED-2025-01044,Horizonte Serviços 125,BA,Vitória da Conquista,Juliana Mendes,Filtro de Linha Premium,Energia,3,124.8,0.1,49.85,Pix,374.4,37.44,336.96,149.55,187.41,0.556179
2025-04-23,PED-2025-01044,Horizonte Serviços 125,BA,Vitória da Conquista,Juliana Mendes,Notebook Essencial 14,Informática,1,2860.24,0.15,1964.56,Pix,2860.24,429.04,2431.2,1964.56,466.64,0.191939
2025-04-24,PED-2025-00371,Central Comercial 073,RS,Pelotas,Fernanda Alves,Notebook Pro 15,Informática,1,4849.93,0.05,3434.57,Cartão de crédito,4849.93,242.5,4607.43,3434.57,1172.86,0.254559
2025-04-24,PED-2025-00387,Nova Serviços 157,SP,São Paulo,Diego Lima,Switch 24 Portas,Conectividade,3,1137.97,0.0,616.48,Cartão de crédito,3413.91,0.0,3413.91,1849.44,1564.47,0.458263
2025-04-24,PED-2025-00425,Cliente não informado,SP,Santos,Bruno Costa,Teclado Mecânico,Acessórios,2,375.44,0.1,191.37,Cartão de crédito,750.88,75.09,675.79,382.74,293.05,0.433642
2025-04-25,PED-2025-00018,Aurora Distribuidora 212,SP,Ribeirão Preto,Lucas Barros,Impressora Multifuncional,Impressão,3,1664.67,0.08,1045.66,Pix,4994.01,399.52,4594.49,3136.98,1457.51,0.31723
2025-04-25,PED-2025-00018,Aurora Distribuidora 212,SP,Ribeirão Preto,Lucas Barros,Notebook Essencial 14,Informática,2,2978.52,0.0,1974.83,Pix,5957.04,0.0,5957.04,3949.66,2007.38,0.336976
2025-04-25,PED-2025-00281,Aurora Distribuidora 212,SP,Ribeirão Preto,Gustavo Ribeiro,Access Point Wi-Fi 6,Conectividade,2,934.22,0.0,481.02,Cartão de crédito,1868.44,0.0,1868.44,962.04,906.4,0.485111
2025-04-25,PED-2025-00281,Aurora Distribuidora 212,SP,Ribeirão Preto,Gustavo Ribeiro,Mesa Ajustável,Móveis,2,1903.85,0.0,1051.72,Cartão de crédito,3807.7,0.0,3807.7,2103.44,1704.26,0.447583
2025-04-25,PED-2025-00281,Aurora Distribuidora 212,SP,Ribeirão Preto,Gustavo Ribeiro,Teclado Mecânico,Acessórios,1,391.27,0.15,196.97,Cartão de crédito,391.27,58.69,332.58,196.97,135.61,0.407751
2025-04-25,PED-2025-00986,Nova Engenharia 047,SP,São Paulo,Camila Rocha,Filtro de Linha Premium,Energia,7,125.73,0.15,52.25,Cartão de crédito,880.11,132.02,748.09,365.75,382.34,0.511091
2025-04-26,PED-2025-00058,Nova Comercial 137,MG,Belo Horizonte,Bruno Costa,Teclado Mecânico,Acessórios,1,395.21,0.0,197.99,Pix,395.21,0.0,395.21,197.99,197.22,0.499026
2025-04-26,PED-2025-00058,Nova Comercial 137,MG,Belo Horizonte,Bruno Costa,Toner Preto,Impressão,2,332.23,0.05,148.55,Pix,664.46,33.22,631.24,297.1,334.14,0.529337
2025-04-26,PED-2025-00485,Prime Comercial 169,SC,Florianópolis,Diego Lima,Headset Corporativo,Acessórios,6,333.29,0.1,164.31,Cartão de débito,1999.74,199.97,1799.77,985.86,813.91,0.452229
2025-04-26,PED-2025-00485,Prime Comercial 169,SC,Florianópolis,Diego Lima,Roteador Empresarial,Conectividade,3,769.21,0.1,381.55,Cartão de débito,2307.63,230.76,2076.87,1144.65,932.22,0.448857
2025-04-26,PED-2025-00614,Vértice Distribuidora 060,PR,Curitiba,Camila Rocha,Headset Corporativo,Acessórios,3,336.8,0.1,154.66,Cartão de crédito,1010.4,101.04,909.36,463.98,445.38,0.489773
2025-04-26,PED-2025-00614,Vértice Distribuidora 060,PR,Curitiba,Camila Rocha,Mouse Sem Fio,Acessórios,6,144.32,0.03,68.18,Cartão de crédito,865.92,25.98,839.94,409.08,430.86,0.512967
2025-04-26,PED-2025-00645,Ponto Distribuidora 188,SP,Campinas,Lucas Barros,Cadeira Ergonômica,Móveis,2,1398.07,0.0,790.87,Cartão de crédito,2796.14,0.0,2796.14,1581.74,1214.4,0.434313
2025-04-26,PED-2025-00800,Central Engenharia 023,PR,Maringá,Fernanda Alves,Cadeira Ergonômica,Móveis,1,1375.07,0.1,782.19,Pix,1375.07,137.51,1237.56,782.19,455.37,0.367959
