data,numero_pedido,cliente,estado,cidade,vendedor,produto,categoria,quantidade,preco_unitario,desconto,custo_unitario,forma_pagamento
2025-01-12,PED-2025-00224,Prime Comercial 009,RJ,Niterói,Ana Martins,Kit Toner Colorido,Impressão,5,882.37,0.15,414.29,Boleto
2025-12-16,PED-2025-00225,Vértice Varejo 030,MG,Uberlândia,Ana Martins,Teclado Mecânico,Acessórios,4,375.2,0.08,187.2,Transferência
2025-02-12,PED-2025-00226,Nova Serviços 117,GO,Aparecida de Goiânia,Fernanda Alves,Notebook Essencial 14,Informática,1,2796.65,0.03,1961.16,Cartão de crédito
2025-12-21,PED-2025-00227,Aurora Soluções 032,SC,Joinville,Juliana Mendes,Webcam Full HD,Acessórios,2,292.49,0.0,128.28,Cartão de crédito
2025-12-21,PED-2025-00227,Aurora Soluções 032,SC,Joinville,Juliana Mendes,Access Point Wi-Fi 6,Conectividade,1,882.54,0.05,493.21,Cartão de crédito
2025-10-22,PED-2025-00228,Aurora Logística 042,MG,Belo Horizonte,Camila Rocha,Notebook Essencial 14,Informática,2,2981.32,0.08,2068.82,Cartão de débito
2025-05-01,PED-2025-00229,Integra Distribuidora 116,SP,Campinas,Ana Martins,Cadeira Ergonômica,Móveis,1,1394.52,0.08,782.85,Pix
2025-11-11,PED-2025-00230,Alfa Serviços 061,RJ,Rio de Janeiro,Fernanda Alves,Headset Corporativo,Acessórios,1,320.71,0.05,163.13,Cartão de crédito
2025-07-12,PED-2025-00231,Central Tecnologia 003,BA,Salvador,Bruno Costa,Notebook Pro 15,Informática,3,5114.37,0.0,3524.79,Cartão de crédito
2025-06-26,PED-2025-00232,Conecta Logística 114,MG,Juiz de Fora,Bruno Costa,Filtro de Linha Premium,Energia,2,122.64,0.15,49.57,Cartão de crédito
2025-06-26,PED-2025-00232,Conecta Logística 114,MG,Juiz de Fora,Bruno Costa,Webcam Full HD,Acessórios,1,270.59,0.0,134.43,Cartão de crédito
2025-06-24,PED-2025-00233,Nova Serviços 117,SP,Santos,Juliana Mendes,Nobreak 1500VA,Energia,3,1153.2,0.08,661.08,Cartão de crédito
2025-06-24,PED-2025-00233,Nova Serviços 117,SP,Santos,Juliana Mendes,Switch 24 Portas,Conectividade,2,1105.39,0.0,618.18,Cartão de crédito
2025-06-24,PED-2025-00233,Nova Serviços 117,SP,Santos,Juliana Mendes,Cadeira Ergonômica,Móveis,2,1440.77,0.1,765.35,Cartão de crédito
2025-04-10,PED-2025-00234,Nova Serviços 077,RJ,Niterói,Bruno Costa,Nobreak 1500VA,Energia,3,1202.65,0.05,701.27,Cartão de crédito
2025-06-13,PED-2025-00235,Conecta Logística 034,SP,São Paulo,Fernanda Alves,Notebook Pro 15,Informática,1,4777.08,0.0,3404.63,Boleto
2025-02-07,PED-2025-00236,Horizonte Serviços 005,RJ,Petrópolis,Gustavo Ribeiro,Switch 24 Portas,Conectividade,1,1075.3,0.0,634.01,Cartão de crédito
2025-08-20,PED-2025-00237,Conecta Distribuidora 044,GO,Aparecida de Goiânia,Lucas Barros,Webcam Full HD,Acessórios,2,287.63,0.1,133.77,Pix
2025-08-20,PED-2025-00237,Conecta Distribuidora 044,GO,Aparecida de Goiânia,Lucas Barros,Roteador Empresarial,Conectividade,2,784.21,0.05,368.48,Pix
2025-10-17,PED-2025-00238,Central Tecnologia 083,RJ,Niterói,Fernanda Alves,Filtro de Linha Premium,Energia,1,124.15,,51.97,Boleto
2025-10-17,PED-2025-00238,Central Tecnologia 083,RJ,Niterói,Fernanda Alves,Cadeira Ergonômica,Móveis,7,1396.75,0.08,747.03,Boleto
2025-12-16,PED-2025-00239,Aurora Logística 082,PR,Maringá,Bruno Costa,Roteador Empresarial,Conectividade,5,757.5,0.0,373.57,Cartão de débito
2025-12-16,PED-2025-00239,Aurora Logística 082,PR,Maringá,Bruno Costa,Headset Corporativo,Acessórios,5,331.45,0.1,160.8,Cartão de débito
2025-06-19,PED-2025-00240,Central Serviços 133,GO,Goiânia,Gustavo Ribeiro,Filtro de Linha Premium,Energia,4,123.36,0.05,52.57,Transferência
2025-06-19,PED-2025-00240,Central Serviços 133,GO,Goiânia,Gustavo Ribeiro,Roteador Empresarial,Conectividade,9,753.15,0.05,359.76,Transferência
2025-06-19,PED-2025-00240,Central Serviços 133,GO,Goiânia,Gustavo Ribeiro,Impressora Multifuncional,Impressão,2,1595.72,0.0,980.87,Transferência
2025-01-10,PED-2025-00241,Prime Tecnologia 139,SP,Campinas,Gustavo Ribeiro,Impressora Multifuncional,Impressão,3,1653.59,0.05,1042.33,Cartão de débito
2025-06-13,PED-2025-00242,Conecta Soluções 144,RJ,Rio de Janeiro,Diego Lima,Monitor Ultrawide 29,Informática,5,1802.05,0.0,1190.09,Cartão de crédito
2025-06-13,PED-2025-00242,Conecta Soluções 144,RJ,Rio de Janeiro,Diego Lima,Access Point Wi-Fi 6,Conectividade,1,904.28,0.05,487.45,Cartão de crédito
2025-06-13,PED-2025-00242,Conecta Soluções 144,RJ,Rio de Janeiro,Diego Lima,Nobreak 1500VA,Energia,3,1162.15,0.15,693.13,Cartão de crédito
2025-10-14,PED-2025-00243,Horizonte Serviços 125,MG,Juiz de Fora,Juliana Mendes,Monitor Ultrawide 29,Informática,1,1780.75,0.1,1146.04,Boleto
2025-10-14,PED-2025-00243,Horizonte Serviços 125,MG,Juiz de Fora,Juliana Mendes,Teclado Mecânico,Acessórios,5,401.17,0.1,191.64,Boleto
2025-08-04,PED-2025-00244,Ponto Varejo 198,GO,Aparecida de Goiânia,Juliana Mendes,Roteador Empresarial,Conectividade,3,741.16,0.1,359.2,Boleto
2025-04-06,PED-2025-00245,Vértice Logística 010,DF,Brasília,Fernanda Alves,Webcam Full HD,Acessórios,2,292.27,0.0,129.36,Transferência
2025-04-06,PED-2025-00245,Vértice Logística 010,DF,Brasília,Fernanda Alves,Teclado Mecânico,Acessórios,1,382.23,0.08,190.64,Transferência
2025-04-06,PED-2025-00245,Vértice Logística 010,DF,Brasília,Fernanda Alves,Monitor Ultrawide 29,Informática,1,1815.47,0.08,1154.88,Transferência
2025-11-14,PED-2025-00246,Alfa Engenharia 071,SP,Ribeirão Preto,Camila Rocha,Webcam Full HD,Acessórios,1,282.83,0.12,134.25,Cartão de crédito
2025-12-18,PED-2025-00247,Aurora Logística 042,PR,Curitiba,Bruno Costa,Webcam Full HD,Acessórios,1,274.16,0.1,132.98,Transferência
2025-12-18,PED-2025-00247,Aurora Logística 042,PR,Curitiba,Bruno Costa,Gaveteiro Executivo,Móveis,2,713.06,0.0,355.37,Transferência
2025-02-08,PED-2025-00248,Ponto Varejo 078,RS,Porto Alegre,Bruno Costa,Teclado Mecânico,Acessórios,3,385.45,0.0,188.37,Pix
2025-02-08,PED-2025-00248,Ponto Varejo 078,RS,Porto Alegre,Bruno Costa,Mouse Sem Fio,Acessórios,2,146.77,0.12,70.2,Pix
2025-05-23,PED-2025-00249,Central Serviços 053,SC,Joinville,Camila Rocha,Headset Corporativo,Acessórios,3,334.84,0.0,157.09,Pix
2025-06-03,PED-2025-00250,Conecta Logística 194,BA,Vitória da Conquista,Camila Rocha,Notebook Essencial 14,Informática,11,2885.13,0.05,1985.48,Cartão de crédito
2025-04-28,PED-2025-00251,Nova Serviços 077,SP,Santos,Camila Rocha,Notebook Pro 15,Informática,1,4933.17,0.1,3418.81,Cartão de crédito
2025-12-14,PED-2025-00252,Alfa Tecnologia 011,SP,Santos,Diego Lima,Mouse Sem Fio,Acessórios,6,145.97,0.03,69.15,Boleto
2025-12-14,PED-2025-00252,Alfa Tecnologia 011,SP,Santos,Diego Lima,Gaveteiro Executivo,Móveis,2,716.28,0.1,379.4,Boleto
2025-01-10,PED-2025-00253,Ponto Distribuidora 188,RS,Pelotas,Lucas Barros,Filtro de Linha Premium,Energia,2,124.29,0.05,52.4,Cartão de crédito
2025-01-10,PED-2025-00253,Ponto Distribuidora 188,RS,Pelotas,Lucas Barros,Cadeira Ergonômica,Móveis,3,1365.54,0.08,787.7,Cartão de crédito
2025-10-31,PED-2025-00254,Vértice Soluções 200,GO,Goiânia,Diego Lima,Filtro de Linha Premium,Energia,2,123.69,0.05,50.22,Cartão de crédito
2025-07-29,PED-2025-00255,Prime Serviços 189,SP,São Paulo,Juliana Mendes,Mouse Sem Fio,Acessórios,3,145.05,0.05,68.11,Pix
2025-07-29,PED-2025-00255,Prime Serviços 189,SP,São Paulo,Juliana Mendes,Nobreak 1500VA,Energia,2,1179.22,0.0,667.89,Pix
2025-07-06,PED-2025-00256,Nova Serviços 037,GO,Goiânia,Bruno Costa,Mouse Sem Fio,Acessórios,4,150.82,0.03,69.11,Boleto
2025-12-27,PED-2025-00257,Nova Engenharia 207,PR,Londrina,Camila Rocha,Switch 24 Portas,Conectividade,6,1151.61,0.15,595.33,Cartão de crédito
2025-12-27,PED-2025-00257,Nova Engenharia 207,PR,Londrina,Camila Rocha,Cadeira Ergonômica,Móveis,6,1362.7,0.05,796.91,Cartão de crédito
2025-12-17,PED-2025-00258,Nova Serviços 117,DF,Brasília,Bruno Costa,Mouse Sem Fio,Acessórios,2,151.49,0.08,69.05,Boleto
2025-12-17,PED-2025-00258,Nova Serviços 117,DF,Brasília,Bruno Costa,Teclado Mecânico,Acessórios,4,383.9,0.0,189.02,Boleto
2025-01-29,PED-2025-00259,Alfa Serviços 061,SP,Campinas,Ana Martins,Impressora Multifuncional,Impressão,4,1546.08,0.05,984.05,Pix
2025-01-29,PED-2025-00259,Alfa Serviços 061,SP,Campinas,Ana Martins,Filtro de Linha Premium,Energia,4,119.72,0.0,51.92,Pix
2025-10-20,PED-2025-00260,Aurora Distribuidora 092,RS,Pelotas,Gustavo Ribeiro,Kit Toner Colorido,Impressão,1,869.78,0.12,410.55,Cartão de crédito
2025-08-13,PED-2025-00261,Central Serviços 173,PR,Londrina,Diego Lima,Webcam Full HD,Acessórios,6,288.73,0.0,134.35,Boleto
2025-11-11,PED-2025-00262,Integra Soluções 016,SC,Joinville,Fernanda Alves,Kit Toner Colorido,Impressão,3,866.25,0.05,400.72,Transferência
2025-12-09,PED-2025-00263,Ponto Logística 098,RJ,Niterói,Fernanda Alves,Webcam Full HD,Acessórios,2,269.41,0.08,131.22,Pix
2025-12-09,PED-2025-00263,Ponto Logística 098,RJ,Niterói,Fernanda Alves,Toner Preto,Impressão,1,332.53,0.0,147.96,Pix
2025-09-02,PED-2025-00264,,RJ,Niterói,Bruno Costa,Filtro de Linha Premium,Energia,2,125.39,0.0,50.96,Pix
2025-05-11,PED-2025-00265,Central Engenharia 103, go ,Aparecida de Goiânia,Gustavo Ribeiro,Notebook Pro 15,Informática,4,4757.1,0.08,3440.9,Boleto
2025-05-11,PED-2025-00265,,GO,Aparecida de Goiânia,Gustavo Ribeiro,Filtro de Linha Premium,Energia,3,121.8,0.03,50.9,Boleto
2025-05-11,PED-2025-00265,Central Engenharia 103,GO,Aparecida de Goiânia,Gustavo Ribeiro,Access Point Wi-Fi 6,Conectividade,2,865.88,0.1,487.25,Boleto
2025-03-27,PED-2025-00266,Aurora Soluções 112,RJ,Niterói,Gustavo Ribeiro,Mesa Ajustável,Móveis,2,1920.09,0.05,1037.62,Cartão de débito
2025-03-27,PED-2025-00266,Aurora Soluções 112,RJ,Niterói,Gustavo Ribeiro,Switch 24 Portas,Conectividade,2,1130.12,0.08,610.08,Cartão de débito
2025-06-28,PED-2025-00267,Prime Engenharia 039,PE,Recife,Camila Rocha,Gaveteiro Executivo,Móveis,3,671.02,0.12,367.63,Transferência
2025-10-16,PED-2025-00268,Horizonte Tecnologia 155,MG,Uberlândia,Ana Martins,Headset Corporativo,Acessórios,2,319.47,0.0,155.31,Cartão de crédito
2025-10-27,PED-2025-00269,Central Engenharia 183,PR,Curitiba,Bruno Costa,Notebook Essencial 14,Informática,2,2885.05,,2092.93,Transferência
2025-10-02,PED-2025-00270,Alfa Tecnologia 011,SP,Santos,Fernanda Alves,Notebook Essencial 14,Informática,2,2845.63,0.03,1972.18,Transferência
2025-10-02,PED-2025-00270,Alfa Tecnologia 011,SP,Santos,Fernanda Alves,Headset Corporativo,Acessórios,3,320.96,0.15,154.86,Transferência
2025-10-02,PED-2025-00270,Alfa Tecnologia 011,SP,Santos, FERNANDA ALVES ,Teclado Mecânico,Acessórios,2,376.98,0.0,186.98,Transferência
27/08/2025,PED-2025-00271,Central Serviços 213,MG,Belo Horizonte,Gustavo Ribeiro,Gaveteiro Executivo,Móveis,1,666.86,,365.98,Pix
2025-01-24,PED-2025-00272,Ponto Logística 218,DF,Brasília,Lucas Barros,Teclado Mecânico,Acessórios,1,377.65,0.05,190.81,Boleto
2025-12-24,PED-2025-00273,Ponto Varejo 158,SP,Santos,Camila Rocha,Mesa Ajustável,Móveis,1,1801.39,0.0,1053.37,Cartão de débito
2025-05-11,PED-2025-00274,Ponto Varejo 038,SP,Ribeirão Preto,Bruno Costa,Mesa Ajustável,Móveis,4,1896.09,0.0,1022.88,Pix
2025-05-11,PED-2025-00274,Ponto Varejo 038,SP,Ribeirão Preto,Bruno Costa,Mouse Sem Fio,Acessórios,1,154.65,0.12,69.06,Pix
2025-12-06,PED-2025-00275,Integra Logística 106,SC,Joinville,Gustavo Ribeiro,Toner Preto,Impressão,2,327.47,,150.27,Cartão de crédito
27/11/2025,PED-2025-00276,Alfa Serviços 181,RJ,Rio de Janeiro,Lucas Barros,Filtro de Linha Premium,Energia,11,117.71,0.0,50.78,Cartão de crédito
2025-06-11,PED-2025-00277,Prime Comercial 209,SC,Joinville,Bruno Costa,Access Point Wi-Fi 6,Conectividade,6,930.77,0.05,490.43,Cartão de crédito
2025-09-02,PED-2025-00278,Central Tecnologia 163,DF,Brasília,Gustavo Ribeiro,Monitor Ultrawide 29,Informática,3,1865.02,0.0,1157.1,Pix
2025-09-02,PED-2025-00278,Central Tecnologia 163,DF,Brasília,Gustavo Ribeiro,Roteador Empresarial,Conectividade,2,730.82,0.0,367.43,Pix
2025-06-09,PED-2025-00279,Central Serviços 013,PR,Londrina,Bruno Costa,Teclado Mecânico,Acessórios,6,393.26,0.12,193.49,Boleto
2025-01-09,PED-2025-00280,Ponto Distribuidora 148,SP,Santos,Bruno Costa,Access Point Wi-Fi 6,Conectividade,3,901.75,0.08,486.64,Pix
2025-01-09,PED-2025-00280,Ponto Distribuidora 148,SP,Santos,Bruno Costa,Mouse Sem Fio,Acessórios,2,152.79,0.05,67.42,Pix
2025-04-25,PED-2025-00281,Aurora Distribuidora 212,SP,Ribeirão Preto,Gustavo Ribeiro,Mesa Ajustável,Móveis,2,1903.85,0.0,1051.72,Cartão de crédito
2025-04-25,PED-2025-00281,Aurora Distribuidora 212,SP,Ribeirão Preto,Gustavo Ribeiro,Teclado Mecânico,Acessórios,1,391.27,0.15,196.97,Cartão de crédito
2025-04-25,PED-2025-00281,Aurora Distribuidora 212,SP,Ribeirão Preto,Gustavo Ribeiro,Access Point Wi-Fi 6,Conectividade,2,934.22,0.0,481.02,Cartão de crédito
2025-10-22,PED-2025-00282,Conecta Logística 114,BA,Feira de Santana,Lucas Barros,Webcam Full HD,Acessórios,3,281.38,0.1,134.59,Cartão de crédito
2025-10-22,PED-2025-00282,Conecta Logística 114,BA,Feira de Santana,Lucas Barros,Cadeira Ergonômica,Móveis,2,1400.57,0.0,767.54,Cartão de crédito
2025-07-06,PED-2025-00283,Conecta Varejo 014,SP,Campinas,Ana Martins,Webcam Full HD,Acessórios,4,283.34,0.0,136.43,Cartão de crédito
2025-01-14,PED-2025-00284,Alfa Tecnologia 051,MG,Belo Horizonte,Bruno Costa,Access Point Wi-Fi 6,Conectividade,2,874.34,0.0,477.18,Cartão de crédito
2025-05-26,PED-2025-00285,Horizonte Tecnologia 195,MG,Uberlândia,Lucas Barros,Teclado Mecânico,Acessórios,5,397.25,0.12,195.99,CARTÃO DE CRÉDITO
2025-05-26,PED-2025-00285,Horizonte Tecnologia 195,MG,Uberlândia,Lucas Barros,Roteador Empresarial,Conectividade,2,751.69,0.12,377.74,Cartão de crédito
2025-05-26,PED-2025-00285,Horizonte Tecnologia 195,MG,Uberlândia,Lucas Barros,Gaveteiro Executivo,Móveis,9,666.72,0.05,356.11,Cartão de crédito
2025-05-31,PED-2025-00286,Conecta Varejo 134,MG,Juiz de Fora,Juliana Mendes,Monitor Ultrawide 29,Informática,3,1734.89,0.0,1190.67,Pix
2025-11-06,PED-2025-00287,Nova Engenharia 007,PR,Curitiba,Gustavo Ribeiro,Notebook Essencial 14,Informática,1,2956.28,0.03,2022.94,Cartão de crédito
2025-04-06,PED-2025-00288,Prime Tecnologia 019,PR,Curitiba,Bruno Costa,Filtro de Linha Premium,Energia,3,115.26,0.03,50.02,Cartão de crédito
2025-10-28,PED-2025-00289,Nova Serviços 157,PE,Recife,Fernanda Alves,Teclado Mecânico,Acessórios,1,401.43,0.0,188.55,Pix
2025-10-28,PED-2025-00289,Nova Serviços 157,PE,Recife,Fernanda Alves,Filtro de Linha Premium,Energia,2,120.9,0.08,52.27,Pix
2025-12-25,PED-2025-00290,Aurora Varejo 102,MG,Juiz de Fora,Fernanda Alves,Access Point Wi-Fi 6,Conectividade,2,918.5,0.03,468.67,Cartão de crédito
2025-02-25,PED-2025-00291,Conecta Distribuidora 004,MG,Belo Horizonte,Juliana Mendes,Cadeira Ergonômica,Móveis,1,1454.39,0.12,762.16,Pix
2025-07-06,PED-2025-00292,Integra Distribuidora 156,SC,Blumenau,Fernanda Alves,Switch 24 Portas,Conectividade,1,1096.53,0.0,608.98,Boleto
2025-07-06,PED-2025-00292,Integra Distribuidora 156,SC,Blumenau,Fernanda Alves,Roteador Empresarial,Conectividade,1,766.23,0.0,366.11,Boleto
2025-02-16,PED-2025-00293,Prime Comercial 009,SP,Santos,Lucas Barros,Mouse Sem Fio,Acessórios,4,144.91,0.08,69.81,Pix
2025-02-16,PED-2025-00293,Prime Comercial 009,SP,Santos,Lucas Barros,Filtro de Linha Premium,Energia,3,121.46,0.05,51.93,Pix
2025-02-16,PED-2025-00293,Prime Comercial 009,SP,Santos,Lucas Barros,Impressora Multifuncional,Impressão,1,1669.12,0.03,980.56,Pix
2025-03-16,PED-2025-00294,Vértice Soluções 040,MG,Belo Horizonte,Camila Rocha,Mesa Ajustável,Móveis,2,1776.51,0.08,1076.85,Transferência
2025-03-16,PED-2025-00294,Vértice Soluções 040,MG,Belo Horizonte,Camila Rocha,Switch 24 Portas,Conectividade,4,1115.21,0.1,615.22,Transferência
2025-01-16,PED-2025-00295,Vértice Distribuidora 180,SP,Santos,Bruno Costa,Kit Toner Colorido,Impressão,1,851.89,0.12,394.77,Cartão de crédito
2025-11-16,PED-2025-00296,Vértice Varejo 150,BA,Feira de Santana,Ana Martins,Cadeira Ergonômica,Móveis,4,1349.99,0.05,759.53,Pix
2025-07-16,PED-2025-00297,Prime Tecnologia 219,GO,Aparecida de Goiânia,Juliana Mendes,Access Point Wi-Fi 6,Conectividade,1,906.94,0.0,493.52,Cartão de débito
2025-03-29,PED-2025-00298,Conecta Logística 114,GO,Aparecida de Goiânia,Camila Rocha,Mouse Sem Fio,Acessórios,3,153.95,0.0,68.22,Cartão de crédito
2025-03-29,PED-2025-00298,Conecta Logística 114,GO,Aparecida de Goiânia,Camila Rocha,Mesa Ajustável,Móveis,1,1847.92,0.0,1017.45,Cartão de crédito
2025-05-29,PED-2025-00299,Nova Engenharia 207,SP,Santos,Fernanda Alves,Mouse Sem Fio,Acessórios,4,148.22,0.0,68.2,Pix
2025-05-29,PED-2025-00299,Nova Engenharia 207,SP,Santos,Fernanda Alves,Filtro de Linha Premium,Energia,2,122.88,0.08,50.19,Pix
2025-02-14,PED-2025-00300,Horizonte Engenharia 055,MG,Juiz de Fora,Gustavo Ribeiro,Mouse Sem Fio,Acessórios,2,154.4,0.1,69.51,Boleto
2025-07-05,PED-2025-00301,Alfa Tecnologia 171,SP,São Paulo,Diego Lima,Headset Corporativo,Acessórios,9,338.75,0.0,156.1,Cartão de crédito
32/13/2025,PED-2025-00301,Alfa Tecnologia 171,SP,São Paulo,Diego Lima,Nobreak 1500VA,Energia,2,1142.64,0.05,669.16,Cartão de crédito
2025-07-05,PED-2025-00301,Alfa Tecnologia 171,SP,São Paulo,Diego Lima,Monitor Ultrawide 29,Informática,1,1755.2,0.08,1156.0,Cartão de crédito
2025-07-18,PED-2025-00302,Aurora Soluções 032,SP,São Paulo,Bruno Costa,Filtro de Linha Premium,Energia,4,121.32,0.05,52.43,Pix
2025-05-21,PED-2025-00303,Nova Serviços 077,SP,São Paulo,Camila Rocha,Nobreak 1500VA,Energia,2,1191.46,0.05,677.87,Pix
2025-04-14,PED-2025-00304,Prime Serviços 029,SP,Santos,Juliana Mendes,Toner Preto,Impressão,1,333.13,0.0,150.05,Transferência
2025-04-14,PED-2025-00304,Prime Serviços 029,SP,Santos,Juliana Mendes,Mesa Ajustável,Móveis,4,1830.47,0.15,1021.53,Transferência
2025-11-12,PED-2025-00305,Vértice Soluções 080,SP,São Paulo,Gustavo Ribeiro,Filtro de Linha Premium,Energia,2,115.54,0.05,51.81,Transferência
2025-05-15,PED-2025-00306,Central Engenharia 143,SP,Santos,Juliana Mendes,Impressora Multifuncional,Impressão,2,1650.1,0.0,1034.55,Transferência
2025-03-07,PED-2025-00307,Prime Comercial 169,SP,São Paulo,Fernanda Alves,Filtro de Linha Premium,Energia,3,"R$ 120,27",0.05,52.53,Cartão de crédito
2025-03-07,PED-2025-00307,Prime Comercial 169,SP,São Paulo,Fernanda Alves,Notebook Essencial 14,Informática,3,2892.75,0.08,2024.5,Cartão de crédito
2025-01-03,PED-2025-00308,Horizonte Engenharia 175,RJ,Rio de Janeiro,Diego Lima,Teclado Mecânico,Acessórios,3,378.59,0.0,190.28,Pix
2025-01-03,PED-2025-00308,Horizonte Engenharia 175,RJ,Rio de Janeiro,Diego Lima,Gaveteiro Executivo,Móveis,4,709.79,0.0,356.22,Pix
2025-07-18,PED-2025-00309,Conecta Distribuidora 204,RS,Caxias do Sul,Juliana Mendes,Kit Toner Colorido,Impressão,1,904.8,0.03,411.39,Cartão de crédito
2025-07-18,PED-2025-00309,Conecta Distribuidora 204,RS,Caxias do Sul,Juliana Mendes,Toner Preto,Impressão,1,318.51,0.08,150.47,Cartão de crédito
2025-09-14,PED-2025-00310,Central Tecnologia 203,RJ,Rio de Janeiro,Ana Martins,Cadeira Ergonômica,Móveis,1,1425.19,0.0,750.7,Pix
2025-09-14,PED-2025-00310,Central Tecnologia 203,RJ,Rio de Janeiro,Ana Martins,Headset Corporativo,Acessórios,3,336.77,0.0,161.51,Pix
2025-09-14,PED-2025-00310,Central Tecnologia 203,RJ,Rio de Janeiro,Ana Martins,Teclado Mecânico,Acessórios,2,375.16,,199.55,Pix
2025-12-31,PED-2025-00311,Central Comercial 193,SP,São Paulo,Juliana Mendes,Roteador Empresarial,Conectividade,2,739.5,0.12,361.15,Pix
2025-12-31,PED-2025-00311,Central Comercial 193,SP,São Paulo,Juliana Mendes,Notebook Pro 15,Informática,11,4778.3,10%,3336.33,Pix
2025-11-01,PED-2025-00312,Vértice Varejo 150,SP,Campinas,Gustavo Ribeiro,Filtro de Linha Premium,Energia,3,124.95,0.08,52.62,Cartão de débito
2025-11-01,PED-2025-00312,Vértice Varejo 150,SP,Campinas,Gustavo Ribeiro,Toner Preto,Impressão,1,337.45,0.0,143.78,Cartão de débito
2025-02-18,PED-2025-00313,Ponto Soluções 048,MG,Juiz de Fora,Bruno Costa,Impressora Multifuncional,Impressão,2,1619.66,0.08,1002.45,Boleto
2025-12-09,PED-2025-00314,Ponto Varejo 158,SP,Ribeirão Preto,Ana Martins,Teclado Mecânico,Acessórios,1,384.37,0.0,193.62,Transferência
2025-12-09,PED-2025-00314,Ponto Varejo 158,SP,Ribeirão Preto,Ana Martins,Toner Preto,Impressão,1,322.22,0.12,148.15,Transferência
2025-12-03,PED-2025-00315,Vértice Distribuidora 140,SP,Ribeirão Preto,Fernanda Alves,Mouse Sem Fio, acessórios ,2,149.94,0.03,67.25,Cartão de débito
2025-09-14,PED-2025-00316,Ponto Distribuidora 188,SP,Santos,Camila Rocha,Mouse Sem Fio,Acessórios,1,150.3,0.0,67.26,Cartão de crédito
2025-07-28,PED-2025-00317,Central Tecnologia 043,GO,Aparecida de Goiânia,Bruno Costa,Access Point Wi-Fi 6,Conectividade,4,864.37,0.05,492.77,Boleto
2025-05-29,PED-2025-00318,Prime Tecnologia 219,SP,Ribeirão Preto,Fernanda Alves,Filtro de Linha Premium,Energia,7,119.51,0.1,50.69,Pix
2025-05-29,PED-2025-00318,Prime Tecnologia 219,SP,Ribeirão Preto,Fernanda Alves,Webcam Full HD,Acessórios,4,269.58,0.0,134.14,Pix
2025-09-05,PED-2025-00319,Vértice Logística 090,SP,São Paulo,Bruno Costa,Filtro de Linha Premium,Energia,2,125.86,0.03,50.49,Pix
2025-09-05,PED-2025-00319,Vértice Logística 090,SP,São Paulo,Bruno Costa,Notebook Essencial 14,Informática,3,2963.91,0.05,1993.98,Pix
2025-06-05,PED-2025-00320,Horizonte Engenharia 095,BA,Vitória da Conquista,Diego Lima,Cadeira Ergonômica,Móveis,2,1456.69,0.05,765.35,Cartão de crédito
2025-11-17,PED-2025-00321,Integra Logística 186,SP,Campinas,Camila Rocha,Mouse Sem Fio,Acessórios,4,156.06,0.05,66.88,Pix
2025-11-07,PED-2025-00322,Central Serviços 013,PR,Londrina,Fernanda Alves,Mesa Ajustável,Móveis,3,1787.68,0.03,1067.35,Pix
2025-04-02,PED-2025-00323,Alfa Tecnologia 171,PR,Curitiba,Diego Lima,Headset Corporativo,Acessórios,12,318.17,0.0,160.32,Boleto
2025-04-02,PED-2025-00323,Alfa Tecnologia 171,PR,Curitiba,Diego Lima,Mouse Sem Fio,Acessórios,4,154.42,0.0,66.3,Boleto
2025-04-02,PED-2025-00323,Alfa Tecnologia 171,PR,Curitiba,Diego Lima,Filtro de Linha Premium,Energia,1,121.76,0.1,49.87,Boleto
2025-12-02,PED-2025-00324,Nova Engenharia 007,MG,Belo Horizonte,Camila Rocha,Mesa Ajustável,Móveis,2,1859.53,0.05,1075.92,Cartão de crédito
2025-12-02,PED-2025-00324,Nova Engenharia 007,MG,Belo Horizonte,Camila Rocha,Webcam Full HD,Acessórios,2,275.57,0.08,133.3,Cartão de crédito
2025-12-02,PED-2025-00324,Nova Engenharia 007,MG,Belo Horizonte,Camila Rocha,Filtro de Linha Premium,Energia,5,122.05,0.05,49.49,Cartão de crédito
2025-01-07,PED-2025-00325,Conecta Varejo 174,SP,Campinas,Ana Martins,Teclado Mecânico,Acessórios,4,409.31,0.12,194.11,Boleto
2025-05-26,PED-2025-00326,Integra Distribuidora 036,PE,Caruaru,Camila Rocha,Toner Preto,Impressão,3,323.96,0.15,144.85,Cartão de crédito
2025-03-27,PED-2025-00327,Prime Tecnologia 099,SP,São Paulo,Diego Lima,Webcam Full HD,Acessórios,1,289.23,0.1,131.82,Cartão de débito
2025-03-27,PED-2025-00327,Prime Tecnologia 099,SP,São Paulo,Diego Lima,Mouse Sem Fio,Acessórios,2,151.72,0.05,69.2,Cartão de débito
2025-11-12,PED-2025-00328,Integra Logística 146,GO,Anápolis,Diego Lima,Cadeira Ergonômica,Móveis,4,1423.79,0.0,782.74,Pix
2025-05-18,PED-2025-00329,Horizonte Comercial 065,RJ,Petrópolis,,Roteador Empresarial,Conectividade,1,739.22,0.08,376.03,Pix
2025-03-06,PED-2025-00330,Horizonte Tecnologia 195,BA,Salvador,Ana Martins,Monitor Ultrawide 29,Informática,2,1762.69,0.05,1157.26,Pix
2025-01-03,PED-2025-00331,Nova Tecnologia 027,SP,Campinas,Gustavo Ribeiro,Mouse Sem Fio,Acessórios,2,145.07,0.12,68.16,Pix
